respondent_id,h1n1_vaccine,seasonal_vaccine
27910,0.305,0.56
27911,0.46,0.75
27912,0.15,0.6016666666666667
27913,0.04,0.53
27914,0.02,0.3
27915,0.0,0.25
27916,0.13,0.49
27917,0.14,0.36
27918,0.25,0.91
27919,0.22,0.13666666666666666
27920,0.07,0.8
27921,0.02,0.61
27922,0.34,0.68
27923,0.07,0.94
27924,0.22,0.24
27925,0.04,0.02
27926,0.22,0.28
27927,0.03,0.18
27928,0.9233333333333333,0.77
27929,0.13,0.96
27930,0.23,0.205
27931,0.64,0.95
27932,0.26,0.09
27933,0.05,0.05
27934,0.62,0.69
27935,0.2,0.83
27936,0.13,0.64
27937,0.81,0.9
27938,0.0,0.14
27939,0.02,0.03
27940,0.02,0.09
27941,0.08,0.4
27942,0.01,0.18
27943,0.02,0.77
27944,0.43,0.4
27945,0.48,0.44
27946,0.18,0.03
27947,0.68,0.89
27948,0.04,0.07
27949,0.42333333333333334,0.37
27950,0.11,0.9
27951,0.56,0.72
27952,0.11,0.96
27953,0.51,0.47
27954,0.12,0.74
27955,0.02,0.89
27956,0.62,0.85
27957,0.0,0.09
27958,0.72,0.84
27959,0.33,0.33
27960,0.26,0.5
27961,0.004285714285714285,0.12
27962,0.8,0.8833333333333333
27963,0.01,0.05
27964,0.04,0.11
27965,0.02,0.29
27966,0.45,0.82
27967,0.0225,0.125
27968,0.07,0.485
27969,0.74,0.85
27970,0.17,0.34
27971,0.02,0.75
27972,0.01,0.31
27973,0.71,0.83
27974,0.18,0.7400000000000001
27975,0.016666666666666666,0.07333333333333333
27976,0.08,0.24
27977,0.08,0.14
27978,0.07,0.47
27979,0.28,0.88
27980,0.09333333333333332,0.09
27981,0.08,0.28
27982,0.1,0.73
27983,0.92,0.92
27984,0.15,0.33
27985,0.12,0.8275
27986,0.37,0.32
27987,0.32,0.49
27988,0.03,0.69
27989,0.18,0.76
27990,0.14,0.46799999999999997
27991,0.15,0.44
27992,0.0,0.02
27993,0.01,0.11
27994,0.72,0.91
27995,0.18,0.78
27996,0.03,0.04
27997,0.37571428571428567,0.07
27998,0.47,0.63
27999,0.39,0.93
28000,0.07,0.17
28001,0.02,0.01
28002,0.01,0.02
28003,0.06,0.42
28004,0.16,0.495
28005,0.27,0.42
28006,0.1,0.14
28007,0.14,0.6325
28008,0.04,0.72
28009,0.01,0.27
28010,0.08,0.276
28011,0.04,0.59
28012,0.78,0.88
28013,0.52,0.6
28014,0.08666666666666666,0.2
28015,0.36,0.64
28016,0.6866666666666665,0.89
28017,0.11,0.2
28018,0.03,0.85
28019,0.02,0.08
28020,0.03,0.02
28021,0.34,0.68
28022,0.33,0.7
28023,0.33,0.49
28024,0.21,0.44
28025,0.95,0.8
28026,0.07,0.15
28027,0.43,0.85
28028,0.18,0.93
28029,0.38,0.71
28030,0.7,0.92
28031,0.07,0.19
28032,0.45,0.4
28033,0.36,0.19
28034,0.75,0.43
28035,0.1,0.1
28036,0.22,0.63
28037,0.06,0.44
28038,0.0,0.5
28039,0.27,0.48
28040,0.38,0.73
28041,0.14,0.87
28042,0.25,0.08
28043,0.6925,0.8
28044,0.26,0.31
28045,0.18,0.57
28046,0.03,0.52
28047,0.3,0.94
28048,0.055464285714285716,0.14
28049,0.04,0.91
28050,0.045,0.11
28051,0.09,0.9248095238095237
28052,0.65,0.81
28053,0.0,0.11333333333333334
28054,0.57,0.21
28055,0.08,0.39
28056,0.61,0.97
28057,0.05,0.86
28058,0.065,0.26
28059,0.01,0.55
28060,0.08,0.35
28061,0.11,0.31
28062,0.33,0.48
28063,0.22,0.2
28064,0.03,0.61
28065,0.05,0.19
28066,0.11,0.54
28067,0.1,0.6473333333333333
28068,0.23,0.29
28069,0.06,0.3675
28070,0.22,0.64
28071,0.22,0.67
28072,0.27,0.45
28073,0.02,0.02
28074,0.4116666666666666,0.36
28075,0.13,0.2
28076,0.0,0.68
28077,0.21,0.14
28078,0.19,0.57
28079,0.38,0.8
28080,0.03,0.02
28081,0.14,0.77
28082,0.19,0.19
28083,0.05,0.13
28084,0.16,0.11
28085,0.54,0.39
28086,0.41,0.922
28087,0.065,0.8933333333333334
28088,0.348,0.51
28089,0.02,0.26
28090,0.02,0.6
28091,0.01,0.18
28092,0.02,0.02
28093,0.19,0.48
28094,0.04,0.56
28095,0.8616666666666666,0.71
28096,0.44,0.75
28097,0.01,0.09
28098,0.29,0.39
28099,0.09,0.24
28100,0.1875,0.23
28101,0.245,0.82
28102,0.16,0.28
28103,0.09,0.81
28104,0.3583333333333333,0.84
28105,0.07,0.01
28106,0.14,0.55
28107,0.24,0.2
28108,0.7,0.66
28109,0.01,0.62
28110,0.22,0.91
28111,0.16,0.29
28112,0.64,0.55
28113,0.21,0.61
28114,0.0,0.0
28115,0.095,0.12
28116,0.03,0.45
28117,0.11,0.08
28118,0.22,0.16
28119,0.63,0.664
28120,0.66,0.8
28121,0.6975,0.91
28122,0.01,0.08
28123,0.23,0.13
28124,0.14,0.17
28125,0.21,0.4
28126,0.4,0.44
28127,0.06,0.16
28128,0.05,0.11
28129,0.46,0.91
28130,0.08333333333333331,0.22
28131,0.13,0.27
28132,0.6,0.96
28133,0.239,0.97
28134,0.18,0.43583333333333335
28135,0.15,0.88
28136,0.12,0.77
28137,0.24,0.02
28138,0.11,0.68
28139,0.66,0.96
28140,0.64,0.83
28141,0.03,0.04
28142,0.0,0.04083333333333334
28143,0.13,0.3
28144,0.13,0.84
28145,0.02,0.27
28146,0.02,0.15
28147,0.15,0.42
28148,0.62,0.45
28149,0.01,0.15
28150,0.17,0.78
28151,0.07,0.39
28152,0.14,0.23
28153,0.12,0.04
28154,0.04,0.18666666666666668
28155,0.01,0.58
28156,0.07,0.66
28157,0.19166666666666665,0.23
28158,0.46,0.8716666666666666
28159,0.65,0.91
28160,0.056666666666666664,0.18
28161,0.19416666666666665,0.58
28162,0.12,0.74
28163,0.08,0.11
28164,0.41666666666666663,0.81
28165,0.035,0.29
28166,0.91,0.98
28167,0.27,0.4
28168,0.48,0.89
28169,0.05,0.37
28170,0.07,0.51
28171,0.27,0.6
28172,0.05,0.7569999999999999
28173,0.08,0.1
28174,0.04,0.01
28175,0.19,0.8333333333333333
28176,0.04,0.14
28177,0.07,0.06
28178,0.07,0.82
28179,0.23,0.28
28180,0.18,0.17
28181,0.36,0.34
28182,0.07,0.38
28183,0.05833333333333334,0.1875
28184,0.06,0.17
28185,0.16,0.34
28186,0.11416666666666667,0.03
28187,0.26,0.49
28188,0.12,0.23
28189,0.02,0.07
28190,0.08,0.52
28191,0.0,0.01
28192,0.1,0.4578333333333333
28193,0.09,0.88
28194,0.04666666666666666,0.34
28195,0.57,0.73
28196,0.65,0.94
28197,0.06,0.43
28198,0.61,0.84
28199,0.11,0.44
28200,0.07,0.28
28201,0.25,0.25
28202,0.07,0.63
28203,0.83,0.62
28204,0.11,0.106
28205,0.61,0.24
28206,0.14,0.13
28207,0.3266666666666667,0.5
28208,0.0,0.17
28209,0.64,0.78
28210,0.0,0.05
28211,0.59,0.58
28212,0.78,0.76
28213,0.45,0.81
28214,0.0,0.32299999999999995
28215,0.46,0.54
28216,0.24,0.28
28217,0.0,0.02
28218,0.73,0.56
28219,0.19,0.15
28220,0.07,0.09
28221,0.09,0.11
28222,0.28,0.61
28223,0.35,0.89
28224,0.14,0.19
28225,0.1,0.39
28226,0.02,0.02
28227,0.29,0.96
28228,0.04,0.6
28229,0.79,0.7
28230,0.0,0.02
28231,0.6975,0.72
28232,0.41,0.59
28233,0.11,0.27
28234,0.56,0.88
28235,0.05,0.29
28236,0.01,0.06
28237,0.05746031746031746,0.01
28238,0.23,0.74
28239,0.04,0.57
28240,0.36,0.35
28241,0.03,0.1
28242,0.39,0.78
28243,0.19,0.33
28244,0.17,0.93
28245,0.09,0.44
28246,0.05,0.03666666666666667
28247,0.42,0.31
28248,0.09,0.385
28249,0.0,0.24
28250,0.19,0.65
28251,0.33,0.77
28252,0.02,0.165
28253,0.35,0.66
28254,0.3,0.28
28255,0.3,0.19
28256,0.79,0.8
28257,0.1,0.04
28258,0.01,0.1325
28259,0.12,0.88
28260,0.28,0.36
28261,0.46,0.41
28262,0.07,0.15
28263,0.4285,0.1
28264,0.565,0.82
28265,0.13,0.79
28266,0.01,0.02
28267,0.09,0.3775
28268,0.07,0.239
28269,0.21,0.245
28270,0.17,0.88
28271,0.62,0.14
28272,0.04,0.46
28273,0.2,0.48
28274,0.77,0.91
28275,0.17,0.44
28276,0.25,0.51
28277,0.01,0.11
28278,0.5031666666666667,0.73
28279,0.74,0.79
28280,0.02,0.05
28281,0.01,0.03
28282,0.01,0.06
28283,0.23,0.28
28284,0.7233333333333333,0.63
28285,0.39,0.5
28286,0.04,0.48
28287,0.01,0.02
28288,0.13,0.25
28289,0.0,0.05
28290,0.1,0.18
28291,0.69,0.97
28292,0.16,0.46
28293,0.13,0.2
28294,0.59,0.8166666666666668
28295,0.04,0.46
28296,0.495,0.43
28297,0.0,0.08
28298,0.08,0.89
28299,0.09,0.15
28300,0.03,0.23
28301,0.15,0.22
28302,0.09,0.29
28303,0.9,0.84
28304,0.1,0.26
28305,0.2,0.16
28306,0.04,0.09
28307,0.21166666666666664,0.7183333333333334
28308,0.34,0.91
28309,0.01,0.12
28310,0.25,0.49
28311,0.13,0.94
28312,0.13,0.73
28313,0.075,0.39
28314,0.0,0.4
28315,0.94,1.0
28316,0.16,0.24
28317,0.08,0.12
28318,0.0,0.39
28319,0.05,0.03
28320,0.53,0.73
28321,0.17,0.95
28322,0.32,0.35
28323,0.34,0.435
28324,0.03,0.9
28325,0.11,0.65
28326,0.15,0.53
28327,0.68,0.61
28328,0.49,0.43
28329,0.24,0.72
28330,0.11,0.33
28331,0.01,0.01
28332,0.0,0.01
28333,0.22,0.25
28334,0.065,0.04
28335,0.0,0.09
28336,0.16,0.32
28337,0.17,0.11
28338,0.09,0.39416666666666667
28339,0.83,0.98
28340,0.26,0.445
28341,0.41857142857142854,0.9
28342,0.2,0.17
28343,0.83,0.8
28344,0.1,0.51
28345,0.09,0.44
28346,0.17,0.7
28347,0.38666666666666666,0.61
28348,0.26,0.62
28349,0.01,0.01
28350,0.79,0.84
28351,0.1,0.65
28352,0.09,0.64
28353,0.46,0.67
28354,0.04,0.06
28355,0.22,0.59
28356,0.05,0.66
28357,0.02,0.0
28358,0.33,0.79
28359,0.11,0.7983333333333333
28360,0.55,0.74
28361,0.05,0.27
28362,0.11,0.9
28363,0.597,0.94
28364,0.7,0.92
28365,0.04,0.17
28366,0.23,0.26
28367,0.14,0.26
28368,0.75,0.83
28369,0.01,0.06
28370,0.37,0.64
28371,0.0,0.2841666666666667
28372,0.01,0.04
28373,0.2,0.33333333333333326
28374,0.11,0.06
28375,0.19,0.27
28376,0.21,0.34
28377,0.15,0.13
28378,0.0,0.05
28379,0.098,0.21
28380,0.13,0.23
28381,0.6,0.93
28382,0.06166666666666666,0.2600681818181818
28383,0.04,0.14
28384,0.14,0.25
28385,0.55,0.9516666666666665
28386,0.28,0.46
28387,0.23,0.86
28388,0.48,0.6
28389,0.02,0.0
28390,0.58,0.93
28391,0.35,0.23
28392,0.26,0.71
28393,0.14,0.8291666666666667
28394,0.04666666666666666,0.5
28395,0.03,0.85
28396,0.02,0.27
28397,0.34,0.26
28398,0.06,0.03
28399,0.93,0.94
28400,0.08,0.75
28401,0.09,0.13
28402,0.27,0.41
28403,0.34,0.6
28404,0.09,0.79
28405,0.19,0.13
28406,0.07,0.11
28407,0.74,0.59
28408,0.09,0.93
28409,0.01,0.1405
28410,0.64,0.45
28411,0.38,0.31
28412,0.72,0.67
28413,0.36,0.25
28414,0.81,0.98
28415,0.18,0.2
28416,0.05,0.28
28417,0.0,0.27125
28418,0.6666666666666665,0.41
28419,0.68,0.85
28420,0.55,0.8340000000000001
28421,0.168,0.41
28422,0.04,0.24
28423,0.09666666666666666,0.17
28424,0.43,0.45
28425,0.02,0.01
28426,0.16833333333333336,0.3
28427,0.39,0.22
28428,0.08,0.8
28429,0.23,0.045
28430,0.57,0.67
28431,0.79,0.77
28432,0.01,0.22
28433,0.47,0.42
28434,0.06,0.685
28435,0.27,0.76
28436,0.1,0.17
28437,0.07,0.17
28438,0.0,0.09
28439,0.105,0.11
28440,0.04,0.94
28441,0.69,0.8
28442,0.03,0.8315
28443,0.48,0.8866666666666667
28444,0.59,0.5
28445,0.1,0.23
28446,0.06,0.23
28447,0.15,0.5
28448,0.54,0.19
28449,0.07,0.48
28450,0.03,0.72
28451,0.01,0.21
28452,0.08,0.09
28453,0.15,0.2783333333333334
28454,0.05,0.24
28455,0.93,0.8775
28456,0.15,0.41
28457,0.43,0.46
28458,0.03,0.385
28459,0.02,0.09
28460,0.05,0.03
28461,0.24,0.3233333333333333
28462,0.0,0.23
28463,0.61,0.19
28464,0.0475,0.44
28465,0.54,0.54
28466,0.08,0.17
28467,0.37,0.52
28468,0.28800000000000003,0.38
28469,0.22,0.18
28470,0.12370923520923523,0.2225
28471,0.13,0.74
28472,0.12,0.7195
28473,0.09,0.25
28474,0.09,0.43
28475,0.73,0.6
28476,0.09,0.07
28477,0.17,0.1
28478,0.19,0.45
28479,0.57,0.435
28480,0.08,0.38
28481,0.02,0.46
28482,0.4016666666666667,0.9
28483,0.04,0.47
28484,0.09,0.81
28485,0.02,0.16
28486,0.09,0.30583333333333335
28487,0.01,0.06
28488,0.35,0.83
28489,0.38,0.3
28490,0.17,0.51
28491,0.28,0.53
28492,0.19,0.3
28493,0.06,0.04
28494,0.48,0.56
28495,0.02,0.09
28496,0.23,0.9
28497,0.08,0.15
28498,0.21,0.54
28499,0.14,0.7336666666666667
28500,0.09,0.42
28501,0.12,0.69
28502,0.06192585630743526,0.09
28503,0.36,0.29
28504,0.02,0.4
28505,0.01,0.02
28506,0.54,0.87
28507,0.04,0.0
28508,0.71,0.79
28509,0.07,0.53
28510,0.27,0.44
28511,0.19,0.775
28512,0.4949761904761905,0.28
28513,0.29,0.49
28514,0.14,0.34
28515,0.04,0.11
28516,0.18,0.3
28517,0.02,0.15
28518,0.07,0.535
28519,0.1,0.05
28520,0.21,0.35
28521,0.06,0.6775
28522,0.77,0.64
28523,0.18,0.25
28524,0.34333333333333327,0.39
28525,0.0,0.07
28526,0.21,0.07
28527,0.06,0.54
28528,0.29,0.67
28529,0.19666666666666668,0.09
28530,0.08,0.92
28531,0.0,0.06
28532,0.09,0.13
28533,0.04,0.19
28534,0.13,0.13
28535,0.02,0.01
28536,0.26,0.6066666666666667
28537,0.1,0.67
28538,0.85,0.62
28539,0.02,0.09
28540,0.01,1.0
28541,0.49,0.88
28542,0.15,0.05
28543,0.22,0.12666666666666665
28544,0.155,0.49
28545,0.145,0.7033333333333335
28546,0.10666666666666666,0.086
28547,0.08,0.67
28548,0.05,0.2583333333333333
28549,0.15,0.36
28550,0.03,0.58
28551,0.2,0.68
28552,0.39,0.31
28553,0.04,0.14
28554,0.31085714285714283,0.58
28555,0.37,0.6459999999999999
28556,0.02,0.12
28557,0.34,0.91
28558,0.02,0.6
28559,0.0,0.08
28560,0.17,0.45
28561,0.77,0.86
28562,0.1,0.26833333333333337
28563,0.08,0.24
28564,0.07,0.08
28565,0.175,0.63
28566,0.16,0.6
28567,0.07,0.04
28568,0.12,0.40549999999999997
28569,0.44,0.61
28570,0.05,0.23
28571,0.05,0.34
28572,0.01,0.01
28573,0.74,1.0
28574,0.25,0.31
28575,0.5033333333333334,0.73
28576,0.13,0.14
28577,0.09,0.8766666666666666
28578,0.04,0.04
28579,0.13,0.65
28580,0.34,0.495
28581,0.03,0.49
28582,0.39,0.42
28583,0.07,0.88
28584,0.16,0.62
28585,0.27,0.4
28586,0.06,0.16
28587,0.46,0.81
28588,0.265,0.49
28589,0.85,0.83
28590,0.15,0.13
28591,0.67,0.94
28592,0.94,0.91
28593,0.33,0.845
28594,0.11,0.06
28595,0.1,0.775
28596,0.045,0.14
28597,0.06,0.89
28598,0.08666666666666666,0.245
28599,0.05,0.285
28600,0.1,0.58
28601,0.36,0.8366666666666667
28602,0.57,0.71
28603,0.07,0.26
28604,0.62,0.32
28605,0.0,0.05
28606,0.0,0.04245238095238095
28607,0.03,0.14
28608,0.05,0.3635
28609,0.49,0.82
28610,0.3,0.2
28611,0.15,0.1
28612,0.24,0.9
28613,0.06,0.42
28614,0.03,0.07
28615,0.02,0.05
28616,0.027142857142857146,0.38
28617,0.03,0.02
28618,0.15,0.13
28619,0.58,0.61
28620,0.43,0.61
28621,0.06,0.91
28622,0.8,0.82
28623,0.42,0.59
28624,0.03,0.4
28625,0.16,0.36
28626,0.25,0.69
28627,0.7215,0.67
28628,0.15833333333333333,0.4433333333333333
28629,0.02,0.01
28630,0.9375,0.88
28631,0.12,0.34
28632,0.18,0.33
28633,0.37,0.49
28634,0.39,0.2663015873015873
28635,0.34,0.66
28636,0.05,0.35
28637,0.53,0.8266666666666665
28638,0.11666666666666665,0.321
28639,0.41,0.75
28640,0.14,0.42833333333333334
28641,0.07,0.45
28642,0.11,0.47
28643,0.01,0.29
28644,0.13,0.2
28645,0.12,0.53
28646,0.06,0.2925
28647,0.0,0.23
28648,0.16,0.51
28649,0.35,0.49
28650,0.36,0.14
28651,0.76,0.82
28652,0.05,0.02
28653,0.016666666666666666,0.63
28654,0.1,0.86
28655,0.26,0.72
28656,0.66,0.86
28657,0.12,0.29
28658,0.81,0.92
28659,0.06,0.07
28660,0.54,0.2
28661,0.43,0.61
28662,0.18,0.14
28663,0.35,0.36
28664,0.32,0.71
28665,0.27,0.2966666666666667
28666,0.1,0.2
28667,0.35,0.51
28668,0.08,0.26
28669,0.59,0.88
28670,0.13,0.12
28671,0.03,0.22
28672,0.07,0.38
28673,0.18,0.59
28674,0.07,0.49
28675,0.44,0.92
28676,0.14,0.63
28677,0.1,0.775
28678,0.02,0.09
28679,0.35,0.72
28680,0.07,0.18
28681,0.16,0.8
28682,0.68,0.94
28683,0.12,0.3
28684,0.04,0.185
28685,0.01,0.33
28686,0.19,0.82
28687,0.05,0.13
28688,0.43,0.7628571428571429
28689,0.6,0.69
28690,0.05,0.34
28691,0.4866666666666667,0.695
28692,0.12,0.71
28693,0.04,0.84
28694,0.08071428571428571,0.5554999999999999
28695,0.17,0.59
28696,0.03,0.4
28697,0.07166666666666666,0.31
28698,0.94,0.84
28699,0.0,0.145
28700,0.23,0.88
28701,0.12,0.3
28702,0.04,0.22833333333333333
28703,0.08,0.46
28704,0.27,0.72
28705,0.13,0.7070000000000001
28706,0.23,0.185
28707,0.07,0.38
28708,0.27,0.13
28709,0.06,0.09
28710,0.72,1.0
28711,0.65,0.97
28712,0.22,0.17
28713,0.26,0.33
28714,0.61,0.4
28715,0.31,0.87
28716,0.02,0.06
28717,0.22,0.47
28718,0.06,0.26
28719,0.11,0.03
28720,0.01,0.11444444444444445
28721,0.01,0.37
28722,0.18,0.36
28723,0.08,0.73
28724,0.09,0.65
28725,0.2,0.59
28726,0.01,0.19
28727,0.04,0.13
28728,0.23,0.13
28729,0.22,0.82
28730,0.22,0.61
28731,0.026666666666666665,0.17
28732,0.53,0.09
28733,0.05,0.21
28734,0.06,0.3466666666666666
28735,0.49,0.56
28736,0.131,0.2
28737,0.34,0.49
28738,0.01,0.94
28739,0.51,0.64
28740,0.16,0.6
28741,0.04,0.47
28742,0.07,0.07
28743,0.01,0.17644444444444446
28744,0.01,0.75
28745,0.16,0.99
28746,0.22,0.15
28747,0.02,0.88
28748,0.8,0.92
28749,0.03,0.41
28750,0.15,0.33
28751,0.21,0.6
28752,0.17,0.24
28753,0.29,0.18
28754,0.67,0.78
28755,0.71,0.98
28756,0.07,0.4
28757,0.11,0.4
28758,0.01,0.15
28759,0.11,0.69
28760,0.05,0.25
28761,0.21,0.7475
28762,0.09,0.9125
28763,0.42,0.57
28764,0.8983333333333333,0.625
28765,0.08,0.7
28766,0.09,0.7
28767,0.01,0.56
28768,0.02,0.02
28769,0.25,0.33833333333333326
28770,0.16,0.7108333333333334
28771,0.41,0.87
28772,0.21,0.56
28773,0.15,0.39
28774,0.565,0.91
28775,0.13,0.37
28776,0.04,0.3716666666666667
28777,0.05,0.23
28778,0.19,0.28
28779,0.78,0.89
28780,0.01,0.03
28781,0.23,0.82
28782,0.16,0.89
28783,0.21,0.4
28784,0.03,0.54
28785,0.12,0.535
28786,0.1,0.15
28787,0.1,0.26666666666666666
28788,0.05,0.21
28789,0.61,0.47
28790,0.55,0.7966666666666665
28791,0.835,0.93
28792,0.355,0.86
28793,0.89,0.96
28794,0.03,0.01
28795,0.12,0.35
28796,0.0,0.0
28797,0.6,0.84
28798,0.14,0.96
28799,0.25,0.32
28800,0.16,0.28
28801,0.03,0.15
28802,0.29,0.2
28803,0.095,0.825
28804,0.06,0.9
28805,0.013333333333333332,0.01
28806,0.62,0.78
28807,0.15,0.36
28808,0.06,0.18
28809,0.12,0.77
28810,0.22,0.3125
28811,0.11,0.89
28812,0.04,0.35
28813,0.06,0.18
28814,0.15,0.24
28815,0.06,0.0775
28816,0.12,0.31
28817,0.02,0.29
28818,0.09,0.23
28819,0.12,0.43
28820,0.06,0.046
28821,0.1,0.027999999999999997
28822,0.16666666666666663,0.22
28823,0.17,0.78
28824,0.54,0.86
28825,0.04,0.42583333333333334
28826,0.15,0.19
28827,0.77,0.61
28828,0.205,0.2
28829,0.09,0.305
28830,0.16,0.63
28831,0.14733333333333334,0.15280025530025526
28832,0.14,0.085
28833,0.13,0.3
28834,0.35,0.71
28835,0.27,0.29
28836,0.04,0.61
28837,0.77,0.78
28838,0.31,0.58
28839,0.785,0.81
28840,0.09,0.8
28841,0.13,0.32
28842,0.26,0.27
28843,0.32333333333333336,0.74
28844,0.04,0.25
28845,0.01,0.05
28846,0.7525,0.85
28847,0.21,0.17
28848,0.23,0.32
28849,0.23,0.45
28850,0.07,0.16
28851,0.11,0.21
28852,0.39,0.64
28853,0.01,0.01
28854,0.22,0.88
28855,0.16,0.37
28856,0.1,0.67
28857,0.08,0.49699999999999994
28858,0.14,0.49
28859,0.02,0.33
28860,0.17,0.4933333333333333
28861,0.71,0.82
28862,0.34,0.53
28863,0.2,0.8
28864,0.59,0.69
28865,0.14,0.89
28866,0.28,0.42
28867,0.18666666666666665,0.18
28868,0.03,0.05
28869,0.12,0.1
28870,0.06,0.09
28871,0.105,0.13
28872,0.03,0.83
28873,0.03,0.04
28874,0.06,0.74
28875,0.07,0.81
28876,0.12,0.5
28877,0.03,0.06
28878,0.03,0.04
28879,0.05,0.57
28880,0.64,0.7
28881,0.21,0.32
28882,0.65,0.83
28883,0.66,0.53
28884,0.51,0.32
28885,0.17,0.29
28886,0.01,0.11
28887,0.0,0.01
28888,0.06,0.31
28889,0.05,0.24
28890,0.08,0.585
28891,0.02,0.0
28892,0.05,0.21
28893,0.28,0.71
28894,0.05833333333333333,0.06
28895,0.13,0.07
28896,0.33,0.11
28897,0.63,0.85
28898,0.05,0.28
28899,0.25,0.48
28900,0.3016666666666667,0.41
28901,0.14666666666666667,0.87
28902,0.07,0.3
28903,0.28,0.27
28904,0.11,0.63
28905,0.19,0.73
28906,0.06,0.82
28907,0.01,0.0
28908,0.75,0.87
28909,0.41,0.75
28910,0.06,0.69
28911,0.31,0.19
28912,0.04,0.99
28913,0.3073333333333333,0.086
28914,0.35,0.8566666666666666
28915,0.135,0.15
28916,0.08,0.7
28917,0.05,0.84
28918,0.84,0.96
28919,0.32,0.45
28920,0.5366666666666666,0.56
28921,0.17,0.63
28922,0.22,0.25
28923,0.79,0.64
28924,0.09,0.69
28925,0.5,0.64
28926,0.21,0.14
28927,0.09,0.26
28928,0.58,0.62
28929,0.12,0.10333333333333332
28930,0.06,0.06
28931,0.25,0.54
28932,0.64,0.22
28933,0.02,0.06
28934,0.46,0.33
28935,0.44,0.62
28936,0.05,0.24
28937,0.2375,0.4
28938,0.02,0.16
28939,0.225,0.46
28940,0.45,0.46
28941,0.58,0.72
28942,0.19,0.07
28943,0.2,0.51
28944,0.06,0.2
28945,0.06,0.13
28946,0.28,0.2925
28947,0.17,0.08
28948,0.21,0.65
28949,0.23,0.66
28950,0.0,0.9
28951,0.06,0.15
28952,0.01,0.4
28953,0.17,0.88
28954,0.19,0.5
28955,0.08,0.89
28956,0.25,0.69
28957,0.09,0.14
28958,0.37,0.13341666666666666
28959,0.25,0.42
28960,0.04,0.84
28961,0.05,0.13
28962,0.37,0.3357142857142857
28963,0.13,0.41
28964,0.05,0.65
28965,0.58,0.2
28966,0.025,0.06
28967,0.805,0.96
28968,0.4466666666666667,0.7333333333333333
28969,0.15,0.09
28970,0.05,0.14
28971,0.17,0.71
28972,0.11,0.89
28973,0.09041666666666666,0.406
28974,0.05,0.01
28975,0.04,0.48
28976,0.03,0.78
28977,0.06,0.18
28978,0.06,0.46
28979,0.49,0.89
28980,0.03,0.08
28981,0.63,0.84
28982,0.09,0.24
28983,0.0,0.02
28984,0.48,0.73
28985,0.282,0.55
28986,0.26,0.48
28987,0.07,0.1
28988,0.47,0.62
28989,0.18,0.95
28990,0.24,0.42
28991,0.45,0.73
28992,0.1,0.06
28993,0.27,0.33
28994,0.10400000000000001,0.14
28995,0.47,0.7
28996,0.26,0.5
28997,0.08,0.21
28998,0.58,0.83
28999,0.3,0.2866666666666667
29000,0.965,0.96
29001,0.12,0.28
29002,0.21,0.37
29003,0.84,0.69
29004,0.723,0.76
29005,0.05,0.81
29006,0.0,0.17916666666666664
29007,0.13,0.78
29008,0.38,0.49
29009,0.08,0.515
29010,0.05,0.22
29011,0.18,0.21
29012,0.28,0.57
29013,0.05,0.27
29014,0.2875,0.48
29015,0.0,0.1
29016,0.12,0.14
29017,0.08,0.83
29018,0.0,0.11
29019,0.17,0.55
29020,0.6,0.68
29021,0.58,0.7
29022,0.33666666666666667,0.25
29023,0.57,0.91
29024,0.40402380952380945,0.54
29025,0.06,0.06125
29026,0.61,0.52
29027,0.44,0.87
29028,0.17,0.42
29029,0.05,0.46
29030,0.06,0.3
29031,0.05,0.3633333333333333
29032,0.845,0.7366666666666667
29033,0.07,0.37
29034,0.59,0.54
29035,0.07,0.03
29036,0.01,0.32
29037,0.265,0.7575
29038,0.03,0.25
29039,0.1,0.46
29040,0.0,0.01
29041,0.43,0.81
29042,0.28,0.11
29043,0.04,0.32
29044,0.87,0.77
29045,0.24,0.365
29046,0.01,0.09
29047,0.2333333333333333,0.42
29048,0.72,0.83
29049,0.49,0.98
29050,0.05,0.54
29051,0.51,0.44
29052,0.04,0.11
29053,0.16,0.87
29054,0.05,0.04
29055,0.16,0.825
29056,0.11,0.8016666666666665
29057,0.2,0.91
29058,0.03,0.02
29059,0.03,0.1575
29060,0.16,0.49
29061,0.12,0.708
29062,0.17,0.41
29063,0.91,0.71
29064,0.88,0.93
29065,0.21,0.26
29066,0.28,0.71
29067,0.92,0.98
29068,0.05,0.1
29069,0.1225,0.98
29070,0.19,0.53
29071,0.535,0.7
29072,0.12,0.5966666666666667
29073,0.0,0.2725
29074,0.67,0.76
29075,0.08,0.84
29076,0.8266666666666665,0.8
29077,0.08,0.845
29078,0.01,0.209
29079,0.82,0.75
29080,0.07,0.26
29081,0.195,0.88
29082,0.03,0.08
29083,0.1,0.1
29084,0.66,0.76
29085,0.44,0.88
29086,0.784,0.85
29087,0.26,0.27
29088,0.07,0.71
29089,0.01,0.0
29090,0.11,0.67
29091,0.54,0.8
29092,0.29,0.57
29093,0.68,0.96
29094,0.02,0.06
29095,0.01,0.47
29096,0.51,0.79
29097,0.02,0.1
29098,0.51,0.75
29099,0.97,0.8
29100,0.57,0.53
29101,0.4,0.7
29102,0.33,0.73
29103,0.365,0.55
29104,0.13,0.57
29105,0.7625,0.33
29106,0.11,0.77
29107,0.13,0.32
29108,0.37,0.75
29109,0.12,0.62
